5.9,0.31,10.8
13,0.68,12.7
7,0.77,11.4
7.8,0.38,9
6.2,1.08,12.15
6.8,0.38,9.1
7.2,0.51,9.8
6.4,0.52,11.2
7.2,0.62,11.2
9.8,0.53,9.5
8.2,0.39,11.4
7.1,0.31,12.3
6.8,0.4,12.4
7.2,0.6,11.2
6.8,0.42,9
6.7,0.47,9.6
12.8,0.6,10.4
6.2,0.61,10
7.2,0.53,9.5
7.1,0.72,10.5
8.6,0.47,9.4
7.5,0.68,10.5
6.9,0.57,10.7
6.4,0.55,11.2
7.4,0.44,11.7
5.6,0.4,10.5
7.2,0.52,10
6.4,0.42,11.5
7.3,0.52,11.5
8.9,0.45,9.7
8.5,0.67,9.3
7.5,0.42,11.4
8,0.37,13
6.8,0.67,9.6
7.1,0.58,9.2
9.6,0.76,12.4
8.2,0.5,10
5.4,0.43,12.2
11.8,0.55,9.7
10.4,1.06,11
6.5,0.7,10.1
8.3,0.47,10.2
6.6,0.71,12.6
5.6,0.44,10.2
8,0.53,9.5
9.2,0.34,10.1
10.7,0.65,11
7.8,0.46,9.8
6.3,0.34,10.7
7.1,0.36,11.8
6,0.4,12.3
7.3,0.51,11.4
7.1,0.46,12.6
4.8,0.64,11.8
6.1,0.46,8.7
6.9,0.54,11
6.1,0.42,8.7
7,0.55,11
7.3,0.26,10.6
13.3,0.81,9.5
7,0.33,11.6
6,0.42,12.8
7.2,0.58,9
6.4,0.4,9.9
5.8,0.46,12.6
7.9,0.74,9.1
7.4,0.88,13.6
7.4,0.44,8.7
6.4,0.49,9.6
6,0.71,10
6.4,0.48,9.5
7,0.4,9.2
6.1,0.44,10.1
13.5,0.77,13
6,0.62,9.4
6.1,0.54,9.5
6.9,0.4,9
8.8,0.66,10.5
7.4,0.39,11.1
5.7,0.68,10.9
7.9,0.58,9.5
5.8,0.55,10.8
11.5,0.83,11.8
6.9,0.35,12
7.9,0.52,10.9
5.9,0.63,9.8
7.6,0.58,9.6
5.8,0.38,9.4
8.2,0.55,12.3
6.5,0.56,11.35
5.9,0.42,10.9
6.7,0.5,9
6.4,0.28,10.8
7,0.39,11.4
6.5,0.64,9.8
7.8,0.66,11.6
6.2,0.5,9.5
6.2,0.37,12.4
6.7,0.44,9.6
7,0.49,11.3
6.6,0.39,9.4
9.1,0.59,9.1
6.6,0.48,9.5
13.3,0.68,11.4
6.3,0.72,11.2
7.7,0.49,9.8
6.3,0.31,13
7.3,0.37,11.8
7,1.17,10.2
7.8,0.55,9.3
7.3,0.54,13.2
8.9,0.53,9.4
8.3,0.67,9.7
7,0.61,10.2
7.4,0.45,10.6
8.2,0.43,10.1
7.9,0.51,9.7
8,0.56,10
7.1,0.45,8.7
8.1,0.62,9.1
6.4,0.62,9.8
7.4,0.34,9.7
7.3,0.34,12.9
8.4,0.89,11.8
5.9,0.59,10.9
9,0.57,9.7
6.5,0.41,10
7,0.5,10.8
7,0.81,10.6
5.9,0.55,12.7
7.6,0.59,9.5
8,0.58,11
6.3,0.56,9.3
7,0.5,10.8
6.5,0.42,9.3
6.6,0.68,10.3
7.6,0.43,9.9
5.7,0.69,11.3
6.2,0.48,10.5
9.9,0.57,9.4
7.8,0.48,11.9
6.5,0.37,12.2
6.6,0.49,9.2
7,0.37,10.8
7.2,0.71,12.3
6,0.66,12
6.8,0.6,9.5
9.9,0.51,9.8
7.6,0.29,10.2
8.2,0.52,9.4
8.7,0.47,8.8
6.8,0.38,12.6
6.8,0.5,9.4
8.2,0.75,10.9
6.8,0.35,11.4
7.3,0.57,9
6.4,0.66,12.5
6.9,0.47,8.9
6.2,0.38,9.1
11.9,0.84,12.2
6.9,0.35,10.2
7,0.38,9.2
9.9,0.9,10.1
9.3,0.78,10.9
7.9,0.68,10.9
7,0.6,12.6
9.8,0.67,11.2
7.4,0.45,11.4
8.6,0.38,12.4
6.8,0.67,9.7
5.5,0.44,9
7.2,0.34,11.1
6.3,0.29,13.4
7.2,0.4,10.6
7.6,0.43,10
7,0.38,11
6.5,0.56,9.8
7.8,0.35,10.3
8.3,0.4,10.2
7.9,0.41,10.6
6.6,0.49,9.5
6.4,0.53,10.5
7.8,0.64,9.4
7.3,0.37,9.2
6.9,0.33,10.2
7,0.33,12
9.4,0.73,10
6.6,0.6,10.4
7.1,0.53,9.7
6.6,0.37,10.6
5.3,0.62,9.7
6.4,0.66,9.8
7.5,0.58,9.1
7.7,0.56,10.8
6.1,0.64,10.5
6.8,0.62,12.3
6.9,0.42,10.5
5.4,0.4,9.4
6.6,0.72,11.3
8.6,0.49,9.1
7.3,0.44,10.2
7.5,0.77,9.4
6.4,0.58,9.9
6.7,0.46,12.2
8.4,0.49,9.9
6.4,0.59,11.1
6.9,0.51,9.4
6.9,0.54,9.9
7.9,0.65,9.3
8.2,0.81,10.4
6.4,0.69,11
6.8,0.61,12.6
6.5,0.59,11.9
5.7,0.4,9
5.6,0.46,12.4
5.5,0.31,10.4
7.8,0.66,11.9
6.7,0.5,11
7.6,0.39,12
6.9,0.27,11.4
6.7,0.45,9.4
6.8,0.52,8.9
10,0.57,11
6.9,0.84,11.2
10.8,1.18,10.2
7,0.6,9.4
8,0.42,10.9
5.9,0.45,9.5
7.7,0.54,10.2
6.4,0.37,9.2
6.7,0.44,12.4
6.4,0.64,9.5
5.1,0.36,12.3
6.7,0.38,9.2
6.9,0.43,11.4
5.2,0.41,9.8
6.5,0.59,12.8
10.4,1.02,10.8
9.8,0.6,9.7
7,0.39,9.9
8.2,0.78,11.3
8.9,0.57,9.3
5.9,0.44,9.5
10.6,0.7,10
5.9,0.58,10.5
6.2,0.57,9
7.4,0.53,9.5
7.3,0.62,9.4
6.3,0.5,10.7
12.8,0.73,10
6.8,0.6,10.9
6.3,0.51,11
8.1,0.34,13
6.4,0.47,9.1
9.1,1.04,10.6
6.3,0.51,8.8
7.1,0.52,10.8
6.6,0.32,12.3
6.7,0.48,9.5
6.3,0.37,11.6
7.4,0.68,10.5
5.5,0.43,10.4
7.3,0.48,9
6.6,0.39,13.3
8.4,0.35,11.6
8.5,0.54,9.8
7.2,0.5,9.6
6.4,0.38,10.1
7,0.48,10.7
6.2,0.59,12.9
8.3,0.62,9.5
6.9,0.54,9.8
7,0.64,12.2
7.9,0.46,11.7
7.8,0.53,11.2
10.2,0.47,10
6.3,0.48,9.5
6.9,0.61,9.2
7.8,0.65,11.7
6,0.59,12.5
5.9,0.48,9.4
7.7,0.56,10.6
8.3,0.38,12
6.4,0.6,9.2
6.5,0.65,9.8
6.7,0.58,9.6
7.4,0.35,9.1
7.8,0.52,12.8
6.5,0.46,10.7
9,0.35,10.2
6.4,0.36,10
7.6,0.65,11
6.6,0.49,9.4
6.6,0.58,9.8
8.4,1.06,9.1
6.2,0.54,9.2
11.4,0.82,9.3
5,0.47,10.1
6.9,0.38,9.4
7.2,0.59,11.3
7.7,0.45,9.3
6.6,0.51,8.8
9.2,0.79,13.3
6.3,0.68,11
7.2,0.55,9.1
8.7,0.86,10.6
5.9,0.46,12.2
8.2,0.71,10.8
7.2,0.44,8.7
6,0.5,9.4
8.8,0.59,9.5
7.4,0.7,11.4
8.5,0.37,11.4
7.5,0.64,11.8
7.4,0.64,10.5
5.7,0.55,11.2
6.9,0.58,11.3
7.2,0.6,11.3
6.8,0.38,10.6
6.4,0.6,9.4
6.8,0.41,12.3
10.6,0.72,11.1
6.1,0.46,11
5.3,0.57,9.7
6.2,0.49,9.9
5.9,0.36,9.4
10.1,0.79,10.2
7.4,0.68,10.5
8.9,0.55,10.4
6.9,0.33,11
7.1,0.68,10.4
6.1,0.4,9.1
6.4,0.55,9.9
7.1,0.64,11.5
9.1,1.33,9.1
7,0.45,11
10.8,0.71,10.8
7.8,0.72,11.3
6.8,0.39,11.9
7.6,0.38,11.6
7,0.49,9.8
7.9,1.08,9.2
7,0.46,9.8
6.6,0.66,12.6
12,0.66,9.9
7,0.46,11.9
7,0.55,11.5
7.6,0.41,12.6
7.4,0.47,9.8
6.3,0.54,10
8.6,1.95,9.9
7.4,0.29,10.8
6.7,0.46,11.6
9.9,0.82,11.7
7.1,0.38,13.4
6.7,0.52,9
7,0.39,11.9
9.4,0.38,11
7,0.67,9.5
4.4,0.34,13.1
6.3,0.55,11.2
5.9,0.54,11.4
7.6,0.58,11.2
5.8,0.6,10.5
6.7,0.38,9.4
7.3,0.66,9
5.6,0.32,12.9
6.5,0.47,9.5
6.3,0.58,9.9
7.4,0.69,10.8
7,0.53,10.1
5.9,0.44,11.5
6.8,0.45,10.9
7.9,0.51,9.9
6.5,0.39,8.5
6.4,0.53,9.8
5.9,0.45,11.4
6.9,0.54,10.5
7.5,0.44,10.9
8.8,0.74,9.2
5.8,0.6,11.5
6.7,0.52,10.1
6.2,0.52,9.2
5.7,0.46,9.73333333333333
6.7,0.39,12.5
5.8,0.71,10.3
5.8,0.5,10.2
6.7,0.53,8.9
5.9,0.51,11.4
6.7,0.44,10.1
6.6,0.45,9.5
6.6,0.47,10.4
6.1,0.49,9.9
7.8,0.69,10.1
6.6,0.44,10.5
9,0.38,11.6
6.2,0.59,11.6
6.2,0.46,11
6.6,0.37,12.5
10.4,0.86,9.9
11.1,0.83,10.9
7.1,0.39,9.2
8.7,0.58,9.8
6.1,0.35,10.9
6,0.63,10
7.7,0.52,12.8
7.4,0.45,10.4
6.3,0.43,11.8
8.4,0.57,9.9
6.1,0.45,9.5
9.6,0.92,10
8.9,0.58,10.3
6.9,0.75,11.1
6.2,0.57,9.4
9.4,0.42,10.6
6.4,0.5,9.1
5.6,0.35,9.2
7.1,0.52,9.6
6.3,0.49,11.5
7.5,0.48,13
6.8,0.6,12.6
6.6,0.32,11.9
6.6,0.6,9.5
7.2,0.64,11
8,0.32,11.2
10,0.43,9.7
6.7,0.61,10.2
6.6,0.63,12.8
5.6,0.48,9.9
6.9,0.36,12.5
8.4,0.59,9.2
5.6,0.37,10.9
6.9,0.54,10.8
5.9,0.48,12.8
6.3,0.39,12.3
7.5,0.44,8.7
9.2,0.58,9.6
5.1,0.55,9.9
6.6,0.48,9.2
7.2,0.51,11.8
10.8,0.67,9.3
11.3,0.57,10.5
6.8,0.56,10.5
7,0.46,12.1
7.2,0.39,9.9
7,0.46,9.2
7.3,0.45,8.9
6.8,0.6,10.4
7.1,0.71,10.5
6,0.4,11.5
7.7,0.47,9.4
8,0.5,9.2
6.2,0.86,12
6.4,0.52,11.6
6,0.62,10.4
8.2,0.52,10.7
5.8,0.39,10.2
6.9,0.72,10.7
7.3,0.71,9.4
6.4,0.59,10.2
6.9,0.81,9.2
6.1,0.62,12.6
6.6,0.58,11
6.1,0.46,9.6
9.3,0.65,10.2
8.4,0.52,11
8.8,0.51,9.3
7.9,0.51,12.3
9.9,0.76,11.6
7.9,0.51,9.3
6.4,0.33,9
7.4,0.68,10.5
8.1,0.72,9.8
6.4,0.3,12.4
5.6,0.51,11.2
6.5,0.5,9
6.3,0.49,9.7
7.7,0.54,10.2
6.7,0.71,11.2
6,0.34,12
6.1,0.41,12.1
6.6,0.34,13.2
8.2,0.37,10.1
8,0.8,9.6
9.3,0.55,9.5
6.3,0.34,9.5
6.9,0.4,8.9
7.1,0.49,9.5
6.3,0.58,12
6.8,0.56,8.7
5.2,0.77,13.4
6.8,0.45,12.9
11.6,0.74,11.5
6.3,0.57,9.7
4.9,0.59,14
7,0.82,10
8,0.38,12.3
6.9,0.5,9.3
6,0.5,12.7
7.3,0.54,10
5.4,0.99,12.1
6.9,0.44,10
7.1,0.41,12.2
6.7,0.58,9.8
8.2,0.54,9.4
7.2,0.34,9.2
8.3,0.43,9.2
11.9,0.68,11.3
7.3,0.46,8.9
7.4,0.4,11.9
6.1,0.44,11.1
7.7,0.48,10
6.7,0.54,9.1
6.7,0.56,8.8
7.3,0.44,10.4
7.1,0.38,9.6
8.2,0.34,9.6
6.3,0.47,12.8
6.1,0.47,9.5
7.3,0.54,10.8
6.3,0.69,9.5
7.2,0.54,9.7
7.4,0.63,9.4
6.8,0.42,9.1
6.5,0.83,10.3
6.8,0.4,9.4
5.1,0.64,12.1
6,0.46,9.8
6.4,0.65,10
10.3,0.72,11.5
7.4,0.43,8.7
8.3,0.6,12.9
10.3,0.28,9.6
6.6,0.44,11.9
5.8,0.35,9.2
6.4,0.43,9.5
7.6,0.5,9.2
6.8,0.63,11.3
8.2,0.47,10
7.3,0.53,12.8
6.5,0.48,9.1
6.7,0.42,10
5.6,0.34,10.5
6.6,0.69,11.2
6.3,0.56,10.4
7.3,0.46,8.7
6.8,0.43,9.1
7.2,0.58,10.1
8.9,0.75,12.6
7.8,0.53,10.2
7.4,0.67,10.2
8,0.36,11.6
6.3,0.39,10.6
5.7,0.48,12.5
6.3,0.36,12.8
7.6,0.65,11.4
5.6,0.58,10.1
6.9,0.5,9.6
8.1,1.28,9.3
5.9,0.51,10.6
7.8,0.64,10.3
5.9,0.44,9.5
6.7,0.49,9.8
9,0.61,9.4
7.8,0.62,10.8
6.5,0.46,9.4
6.1,0.41,11.1
9.7,0.86,12.4
11.7,0.43,9.2
8.3,0.37,10.1
6.4,0.52,9.8
6.2,0.51,10.5333333333333
6.2,0.37,13.1
6.3,0.54,9.2
7.2,0.78,12.8
5.7,0.63,10
7.4,0.42,9.2
7.5,0.44,9.9
6.4,0.38,9.1
7.8,0.55,9.6
6.7,0.43,12
6.7,0.64,9.8
7.1,0.49,11.4
8.3,0.56,11
7.6,0.4,10.8
8.3,0.77,11.2
8,0.7,10
6.1,0.59,10.9
6.9,0.63,11
14,0.81,10.8
6.8,0.63,10
7.6,0.59,10
8.2,0.46,10
6.2,0.36,12.5
7.8,0.87,9.8
6.6,0.55,9.1
8,0.61,12.1
6,0.46,10.8
7,0.47,9.4
9.5,0.81,10.9
9,0.53,10
5.9,0.64,12.9
6.9,0.95,9.5
7.2,0.44,9
7,0.41,12
6.3,0.5,10.5
6.5,0.62,11.5
8,0.48,9.8
6.1,0.62,12.3
7.1,0.4,9.6
6.7,0.52,10.1
5.8,0.38,11.2
8.9,0.83,11.1
6.5,0.76,10
6.8,0.5,9.5
6.4,0.35,11
7,0.54,10.1
5.8,0.64,10.8
8.6,0.58,11
8.5,0.37,10.1
9.8,0.67,9.6
5.8,0.42,12.4
6.2,0.53,12.8
6.4,0.4,9.2
7.4,0.34,8.8
6.8,0.44,10.3
5.9,0.43,9.4
7.3,0.47,10.5
8,0.61,10
10.3,0.63,9.5
7.8,0.67,9.4
7.1,0.42,9.2
7.8,0.74,9.2
7.4,0.34,10.4
7.2,0.4,11.7
6.7,0.6,12.9
7,0.38,11
6.9,0.45,8.9
6.6,0.61,9.5
7.1,0.47,12.3
6,0.37,11
7.5,0.62,9.5
7.4,0.48,10.3
6.4,0.57,10.3
5.8,0.58,11.6333333333333
7.3,0.82,9
6.8,0.46,11.1
7.3,0.77,12.1
6.6,0.51,9.8
6.8,0.41,9.5
7.3,0.42,12.8
7.2,0.52,10
7.1,0.57,11
5.1,0.56,10.1
4.6,0.55,10.2
6.8,0.57,12.7
5.2,0.48,12.3
9,0.61,9.2
6.4,0.4,11
8.9,1.02,9.3
6.3,0.48,8.8
6.7,0.68,9.5
7.8,0.54,9.5
5.6,0.42,10.8
6.7,0.53,9.5
5.9,0.54,10.3
7.2,0.49,8.6
8.9,0.34,9.4
6.3,0.64,11.4
6.2,0.36,11.5
7,0.65,12
7.7,0.5,12
6.8,0.47,9.7
6.9,0.48,13.4
7,0.42,11.8
9.8,0.46,10.8
5.6,0.33,13.1
9.6,0.7,10
6,0.42,11
7,0.37,12.7
8.8,0.52,9.2
6.3,0.38,9.4
6.4,0.51,10.4
10.2,0.99,12
6.8,0.39,10.2
7.2,0.32,11.5
7.5,0.43,9.3
6.4,0.5,11.8
7,0.5,9.1
6.4,0.4,9.4
9.2,0.54,9.8
7.6,0.37,11.6
6.1,0.65,12.5
6.4,0.4,11.1
7.3,0.51,9.5
8,0.66,9.4
8.2,0.45,9.3
6.5,0.75,11.4
6.8,0.82,9.5
8.9,0.48,10.6
7.9,0.58,9.5
5.8,0.44,11.7
9.2,0.54,9.5
6.7,0.52,10.9
6,0.5,9.4
6.8,0.48,8.8
6.7,0.51,12.4
6.3,0.43,11.6
7.9,0.42,10.7
5.8,0.35,11.1
5.6,0.61,10.4
6.8,0.54,9.2
7.2,0.37,11.3
6.7,0.38,12.2
8.2,0.47,12.8
7.7,0.62,9.8
6.4,0.43,10.7
5.9,0.41,12.9
11.8,0.72,10.2
13,0.61,10.6
6.5,0.57,9.5
7.7,0.61,9.1
6.8,0.65,9.6
6.3,0.49,10
6.6,0.42,10.2
6,0.67,12.5
7.3,0.55,10.8
5,0.63,9.9
6,0.34,10.8
8.3,0.66,9.8
7.5,0.62,9.5
6.5,0.59,10.4
6.5,0.38,12.4
8.5,0.72,11.8
6.7,0.52,10
7.9,0.39,10.5
5.8,0.6,10.6
6.8,0.58,10.7
7.4,0.68,11
6.1,0.47,10.1
6.9,0.36,11.5
6,0.39,9.4
6.8,0.47,9
6.1,0.34,9.2
8.1,0.39,8.7
6.4,0.65,11.5
7.1,0.54,12.7
7.5,0.64,9
6.5,0.51,8.9
7,0.46,11.6
7.3,0.46,11.5
7.1,0.4,11.5
8.1,0.64,9.7
6.2,0.6,11
6.8,0.36,8.7
7.6,0.53,9
5.9,0.48,10.9
6.1,0.47,10.4
7.1,0.56,12.5
8.3,0.58,11
6,0.5,10.55
6.3,0.51,12.1
6.6,0.6,11
9.9,0.71,9.8
6.7,0.43,9.2
6.6,0.64,11.3
8.4,0.39,13
7.6,0.53,9.2
6.3,0.49,9.5
6.4,0.67,11
8.6,0.49,11.4
8.2,0.34,12
6,0.6,9.7
6.7,0.82,10.9
7.3,0.96,9.9
6.7,0.32,12.4
7.7,0.59,9.5
8.9,0.59,12.1
7.6,0.48,9.2
6.9,0.37,12.3
6.5,0.37,8.8
7.5,0.42,8.9
6.6,0.6,10
7.6,0.66,9.5
5,0.48,10.5
7.2,0.51,9.2
7.1,0.49,9.3
5.8,0.49,10
7.8,1.06,9.1
6.8,0.58,10.8
10,0.63,11.8
6.5,0.32,12.2
7.3,0.41,8.8
6.9,0.57,10.4
7.6,0.5,9.8
6.4,0.4,9.5
7.1,0.5,10.4
7.2,0.68,11.2
6.5,0.55,10.1
8.1,0.45,11
6.2,0.71,9.2
7.1,0.57,10
8.3,0.7,10.8
9.2,0.59,9.5
7.1,0.49,8.8
7.8,0.53,8.9
6,0.43,9
6.3,0.42,12.2
8,0.25,12.7
6.6,0.47,9.4
6.5,0.6,11.5
9.4,0.63,10.5
5,0.32,13.1
7,0.45,10.8
6.1,0.54,9
6.9,0.49,11.7
6.9,0.39,11.5
8.2,0.7,9.4
7.5,0.6,11.2
6.4,0.41,11.7
7.8,0.78,11
6.6,0.63,12.4
6.3,0.49,10.5
7.5,0.58,9.8
6.8,0.44,10.4
5.9,0.41,11.4
9.1,0.87,10.3
5.9,0.41,12.9
7.2,0.38,9.5
6.8,0.67,9.5
6.4,0.39,10.2
8.2,0.39,12.5
6.2,0.53,9
7.2,0.59,12.5
8.8,0.72,11.8
8.2,0.52,9.5
6.7,0.35,9.5
6.8,0.5,12.2
7.4,0.55,10.8
5.9,0.33,11.8
7.2,0.8,9.7
7.3,0.56,11.3
6.8,0.49,9.6
10.4,0.87,11.4
6.5,0.35,10
7,0.56,9.4
5.8,0.52,10.5
7.3,0.54,9.8
7.2,0.45,10.5
8.5,0.31,10
8.5,0.35,10.5
14.2,0.54,11.1
6,0.64,13.3
7.7,0.42,12.2
7.1,0.56,10
5.7,0.67,12.4
6.6,0.54,9.8
7.1,0.46,12.2
6.5,0.68,11
6,0.54,8.8
6.6,0.46,8.8
9.9,0.58,9
6,0.71,12.3
7,0.56,9.8
6.1,0.44,10.1
6,0.59,11.1
6.3,0.74,12.2
8.2,0.43,9.6
7.4,0.68,9.5
6.2,0.43,11.2
7.7,0.48,12
7.7,0.74,9.2
7.2,0.37,11
8,0.74,12.2
6.7,0.47,10
7.9,0.74,11.7
7.4,0.86,9.2
8.1,0.46,9.6
5,0.57,10
7.9,0.54,9.4
7.5,0.54,9.3
8.3,0.64,8.6
10,0.62,12.2
8.4,0.33,11.9
6.6,0.54,8.9
5.7,0.31,10.8
7.7,0.5,10.1
6.5,0.57,10.5666666666667
5.4,0.57,9.7
6.6,0.42,9.4
5.9,0.51,10.8
6.5,0.51,9.9
5,0.37,13.5
6.8,0.37,9.9
6.6,0.57,12.9
8,0.78,10.8
6.8,0.44,9.8
8.1,0.72,11.1
9.1,0.54,9.6
6.4,0.44,10.4
7.9,0.45,9.1
9.3,0.62,9.7
7.8,0.53,10.4
7.2,0.49,10.8
8,0.37,9.5
5.8,0.45,14
5.5,0.66,12.5
6.1,0.38,9.4
8.1,0.61,10.7
7.7,0.49,8.6
5.8,0.42,11.7
5.8,0.52,9
7.4,0.56,10.6
6.4,0.68,9.5
6.6,0.49,9.3
6.3,0.47,9.5
5.2,0.61,12.5
8.3,0.62,9.5
10.8,0.64,9.5
6.3,0.48,9.5
7.7,0.49,11.8
6.9,0.6,10.3
6.2,0.43,10.1
7.1,0.5,9.3
6.6,0.45,10.1
6.3,0.78,10.3
7.3,0.59,11
9,0.58,9.2
8.4,0.34,12
7.3,0.56,9.2
5.5,0.51,11.4
6.4,0.46,9.6
5.5,0.56,11.2
