6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2
7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11
7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9
6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9
7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4
7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8
7.1,0.31,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1
7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8
5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2
6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6
6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7
5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3
6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6
5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8
7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5
7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9
5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13
7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8
5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5
8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6
6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6
6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4
6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6
7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11
6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6
8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12
8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2
9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4
9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11
7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11
7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4
6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1
6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2
7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9
6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7
10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7
7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9
6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8
7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9
6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2
7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10
7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11
6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3
6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4
5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4
5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9
6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5
5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2
8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9
6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4
6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11
8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1
6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3
6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4
6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8
8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11
6.3,0.19,0.29,5.5,0.042,44,189,0.99304,3.19,0.47,10.3
7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2
6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5
9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4
5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6
7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5
8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2
7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1
7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9
5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6
8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5
6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5
6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8
6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3
6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4
5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9
6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4
7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2
5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9
6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4
6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5
6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3
7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3
7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2
7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2
7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7
5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11
9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8
6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3
6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3
7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9
10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9
7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4
7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7
7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9
7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3
6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9
7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7
5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9
7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2
8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2
8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2
12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9
5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3
6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8
