6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,4
6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,3
5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,3
5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,3
5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,6
7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,3
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,4
7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,3
6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,4
6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,4
8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,4
7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,4
5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,3
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,4
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,4
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,4
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,3
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,3
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,4
7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9,4
7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,5
7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,3
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,5
6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,4
8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,4
7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,3
10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,4
5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,3
7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,3
7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,6
7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,5
9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,4
6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,3
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,2
6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,5
6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,3
6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,5
5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,1
8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,3
6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5,3
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,4
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,3
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,6
6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5,4
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,3
8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,4
8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,3
7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,4
6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,4
6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,2
6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,3
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,4
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,5
11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,5
5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,4
6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,3
7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,4
5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,4
7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1,5
9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,3
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,4
7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,3
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,4
8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,2
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,4
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,4
7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,5
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,4
6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,4
7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,3
6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,3
7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,4
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,3
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,4
6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,3
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,4
6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,3
5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,4
6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,3
6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,3
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,4
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,4
6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,4
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,3
6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,3
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,4
6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,2
6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,4
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,4
7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,4
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,3
7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,3
9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,3
7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,5
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,3
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,5
6.5,0.39,0.35,1.6,0.049,10,164,0.99516,3.35,0.51,9.7,3
7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9,4
6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,4
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,4
8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,3
7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,4
7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,5
6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,3
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,4
7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9,5
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,4
6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,4
7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,4
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,4
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,3
5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,2
6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,3
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,4
7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2,5
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,4
5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,4
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,4
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,4
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,3
6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,4
8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,4
6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,4
8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,3
6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,4
9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,2
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,3
7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,3
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,3
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,5
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.0666666666667,4
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,4
6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,4
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,4
6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,3
11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,4
7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,3
9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,3
6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,2
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,3
6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,4
6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,6
5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,4
4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,6
6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,4
5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,4
6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,4
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,3
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,3
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,5
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,4
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,4
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,4
10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,2
7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,3
6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,2
6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,2
6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,3
7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,4
8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,4
7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,5
6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,4
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,4
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,3
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,4
6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,4
7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,4
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,3
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,3
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,5
7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,4
6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,4
6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,3
7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,5
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,4
6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,5
6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,3
7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9,3
7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,3
6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,4
6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,5
5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,3
7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10,3
7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,3
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,4
5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,3
8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,4
5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,4
7.4,0.2,0.35,2.1,0.038,30,116,0.9949,3.49,0.77,10.3,5
6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,5
7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,4
7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,3
8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,3
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,4
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,6
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,4
6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,4
6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,4
5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,4
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,3
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,4
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,4
8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,2
6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,3
6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,4
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,4
8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,3
5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,3
8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,4
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,4
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,3
8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,2
7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,4
6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,5
6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,2
7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85,3
8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,4
5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,4
9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,3
6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,4
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,4
5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,4
6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,4
8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,4
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,5
6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,3
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,4
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,4
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,5
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,5
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,3
6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,4
5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,4
6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,4
6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,4
7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,3
5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,3
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,4
6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,3
7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,3
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,4
6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,3
7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,4
6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,5
5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,4
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,3
6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,2
7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,5
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,4
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,5
7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,3
10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,4
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,4
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,4
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,5
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,5
5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,4
8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,5
7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,3
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,3
6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,3
6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,4
8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,5
